Actual,Predicted
149804596.10540974,149654239.53122523
1326193285.919985,1330168507.9459465
193063945.652452,193066029.83191654
368901360.3964768,368903404.0960119
204519686.95757568,204523398.9467904
91857042.07204264,91941004.01312612
270531845.4716149,270526273.5283209
1164236609.5549493,1165415563.0900972
79239308.93453704,79367182.66247353
24625619.42122798,24750728.222633228
1535316897.2303686,1538963348.1864066
367261050.7836621,367292551.90406424
353279188.22797424,353277748.26694983
245186344.06140247,245237162.24051765
419328494.7544351,419377937.3267931
274214888.9031158,274221599.8117546
416490082.0182243,416540821.0106428
172962712.97340757,173136334.28561428
154628785.79878864,154598741.38900468
180983681.50172085,167738982.94183448
164250859.55511937,164258879.52357206
278347209.8552914,278341305.0449018
271229194.31319404,271240125.0094584
72904585.76179512,72405305.15114622
267909693.24042025,267883308.89077443
140791289.2580319,140792476.86331826
81357038.07410201,81355864.89442368
168616156.895424,168179991.0270796
106865852.43263014,106831375.04924066
108169020.6596408,108154478.22404133
136932459.2477045,134109605.51700994
185866998.40005296,185849606.06025985
203829714.3344477,203613371.8206496
193964082.83512667,193956309.0702568
214807296.6722845,215216657.74002373
419744065.01581615,419770184.5752935
588888565.3993214,588962036.9373745
77863341.94857037,77766934.13506602
392206900.6561831,392185301.67224413
104860802.94829196,104853217.28013891
325742167.9047703,325627307.11781245
302213936.584756,302211821.83334523
91412323.3135225,91408169.42411292
326443877.9454505,326476299.8288499
420326165.6040634,424567375.9743977
81347731.3351019,81296515.05621503
106896961.16251326,106895023.42219946
178973291.26124892,178994337.864457
233587158.1092808,233585722.33751586
878621092.9142534,878731190.2523235
621095652.9726703,621270772.6023011
241743730.3268771,241828510.64498258
72241939.14114156,72250330.64286265
313886876.0368821,313884049.2240814
380806969.2612345,380752912.4592471
219301624.647853,219288860.1539719
317021412.9531008,317015713.1542283
406139436.25704855,406191330.59958667
967516203.8289917,967630517.4654245
65598351.30572928,65646549.11739282
124108269.60802276,124105337.82785124
385522350.6342089,385521887.29591554
137947955.773003,138053591.09994504
341894776.2686043,341806040.33002275
138702410.2390897,138733279.09785765
705382818.5333502,705717185.121922
257170932.35921383,257121094.66043445
156749341.91794193,156897431.06619856
289228430.4872712,289281045.77320874
314445505.66786975,314445163.3088197
488079771.7614707,487607089.4333234
154522277.99987993,154255711.82968274
439607011.23126864,439534413.7688051
429464538.93901217,429520587.67315274
195488417.70605564,195496607.13100493
170414784.8915388,170560984.41013646
165097020.70097643,165274446.3919458
369611679.1902899,370383387.2221234
133672682.487082,133683506.69231029
146395075.9187368,146403622.50477713
335161267.22970706,335277439.3650929
66003870.29923217,66010312.319191076
246333647.93751588,246328987.57139587
427176690.5912157,427337022.3550741
759741387.768541,759612690.96455
396728012.2060808,396701114.5277663
386014497.399815,377053792.39237577
1072561571.8305326,1072389130.6431985
215436878.23120543,215433700.82923546
443477805.6516189,443633879.9018541
90774748.4397068,90764611.48654467
261740964.9504426,261722896.04346436
364588282.9062381,364583268.3157431
401512744.8645046,401320471.1862577
226337639.23535365,226347878.76603252
381060329.9718508,381058205.9606305
102673618.7195571,102687683.22047287
361422396.0810141,361414924.13115454
130806732.40558396,130868644.89798044
688549675.45896,688642183.7383873
258074168.08635357,258125832.18836975
127152357.75088386,127151053.81850384
293378574.9651195,293374985.7159219
435996538.5790633,435995596.1892989
324063225.76984894,324115146.4388164
255143662.1579082,255131722.96228772
420831125.0141061,420761392.0690628
186389281.84640372,186382367.3528355
350081510.7291807,350138547.4982965
317355740.2358625,317355105.1810372
175303441.80352145,175271418.5819144
348179670.8078954,348234466.30493814
157677564.73999515,157686837.40824854
86461010.77182111,86449920.13339908
65042813.104553446,65030991.65658277
625802529.0963207,625786917.2651619
935005754.6329234,935297579.6886407
492295189.94847983,492307848.7880919
369484197.7025018,369486956.64967173
502815793.1941257,502729832.63502717
159160602.19560477,159163811.9457801
698570331.2371435,698702078.3990586
67746600.26304609,67745323.77622601
214310749.89497983,214296972.42565715
352322687.53090745,352321692.84196436
86807968.44960772,86818981.34204617
1997825609.789758,2003101313.2077649
180641454.9102113,180482080.07322025
89364568.41290455,89364735.8912084
789940090.1934615,791166627.3531928
216835162.689242,216792116.5425082
386865453.47587,386872738.96483153
38272829.90891729,38280955.40695449
960746288.9404112,960037004.1973556
118429592.51371104,118426280.9165702
619428767.741092,619196577.9947448
224156161.0416609,224142167.99166125
383011618.7303539,383657060.7847315
701763652.5621659,701627261.6012498
317612093.718938,317579995.6228497
316824221.5805549,316822952.5509073
244137059.56337488,244004670.32546723
330991378.38746035,330999889.5367973
263871336.6875581,263774068.97885954
40499480.43786256,40540302.17194509
95328674.64441596,95330568.88061687
245397963.1047928,245398022.24028763
341365995.9705668,341398717.25770026
471917495.38111806,471946553.88352776
53035881.86902332,53034074.81290397
57890856.83157656,57875670.79814539
35726707.669102736,35732989.21950908
141324106.44680732,139083513.7267825
268395195.657434,268369689.79646453
163325234.02795133,163281607.45600438
136382508.2968095,136334290.70043933
469418512.7511057,469872043.5174115
277309643.08584833,277302256.5599329
250527087.73985076,250528759.42081425
302730171.84310246,302832077.50623775
268224130.18090144,268221880.176931
447586759.4999919,447637267.6748147
311062529.8542387,311059446.9263509
185529713.8846793,185606456.81235453
285119863.11240494,285099908.69699675
577558250.3380393,577493845.4782119
373284103.131114,373308577.4630257
399131000.715047,399130534.0806259
242754736.88485256,242748647.38748384
1008879619.8092164,1008059552.223069
254931139.3480456,254914301.28759497
817838192.4632174,816795019.4929454
413592678.2750029,413585912.60819113
385933898.8119103,385932274.5660156
71375251.3516493,71375074.76705594
218454762.9672469,218460563.74750954
120825628.1407347,120754227.78786796
481769892.2958903,481857905.7600021
369271242.2074375,369268631.61352575
210898218.30507785,210734837.06636342
221221878.21066648,221236767.11651793
190977897.26177385,190813008.3262114
403037245.65113,403035604.2883705
159649741.94858775,159669721.30275464
145640497.19045752,145465786.6811239
784627871.3860868,784949378.6676337
315041029.7143771,315037313.420232
306968750.82604426,306785950.26277333
411585375.9028148,411581267.6540053
205654297.4546291,205676225.4388208
235562239.10679412,235585029.86499855
283205701.8012057,283125901.02732694
128232542.08837809,128305569.73845078
195812717.1528646,195809286.6100377
317471565.50235814,317467176.5243692
344298198.441946,344305486.4652899
241614638.03572416,241509887.90083706
660942856.9538709,661177762.4114194
225322141.58503655,225326394.0977185
137843286.79716024,137834310.72640714
350948705.95467883,351000774.8136215
76694194.58667332,76561560.56197482
1411086071.9826558,1414317526.2268946
61818314.95128926,61813325.51115388
45573945.10374158,45568968.55559733
162067763.60883814,161997855.7544352
653905181.897481,653654445.8674968
37406228.61343489,37421287.57993405
423492882.2415274,423488409.0067983
130153619.72748482,130149992.89968592
876595767.3496611,876536105.7998539
379066417.5390124,379068398.4418324
427141509.8511349,427139118.9223233
340223706.16059697,340228620.64548975
444933252.4789504,444434227.8435568
283686898.2068782,283567300.27466357
442258718.184325,442262047.17485094
358435448.2040014,358442238.0520314
425894969.7050762,425694034.7962165
429953653.9689428,429954540.90575784
77134632.97199686,77132416.50246319
186128164.03211764,186861888.45461166
324752811.997026,324749148.8067337
400553234.69026095,400551725.38357687
368699830.2755259,368700185.01156676
414365916.8414504,414419281.53578943
125117075.34285188,125120733.16000412
191105421.70256576,191108946.13394156
319966670.75431013,319948759.0373909
243964590.6519445,243973965.916334
13746007.025414277,13858236.357961379
935099623.9268768,935871695.714241
331191364.35714585,331118466.62226707
94835910.43521564,94844516.86038755
366019789.59379935,366032313.0554636
144185626.06019711,144181574.0882343
125315343.69067736,125271160.75923574
726666827.4005994,726947618.7748511
315135850.7328321,315136437.1818766
1323929750.7851777,1325262904.7620308
429421914.5393903,429463389.6559311
314912545.8312462,314855681.6616538
254074256.5534479,254074917.6135975
408043103.5970948,408042721.44602114
575799658.4480741,576285416.9726137
102372116.92263834,102370744.55564685
361153309.4691322,361752400.6779451
327444123.8704037,327452040.1884093
131852014.46103384,131855311.47410077
250525049.1500076,250528514.28772748
239297997.73123348,239373132.95583645
332015023.24567133,332151974.4651587
298372745.27947944,297942284.2978127
175070316.6073308,177175904.47287986
353577355.51487654,353581254.2664251
320246368.3194269,320251466.12876904
51889228.33211112,51892255.633335106
424304179.0262813,424310298.3638241
193609269.95583555,193603546.62676466
350837183.85609764,350871593.5556809
220595194.87376684,220597484.2915293
246522510.39150512,246518002.7323753
131068548.02643156,131070195.60300355
227700680.3115644,227833449.1230068
414876580.84602064,414854879.74483347
39048832.15947866,39032690.81053058
594153685.3251578,594212969.1322205
167515631.24041355,167540863.0077549
158470271.91858715,158473019.17554602
675010577.3899938,674715391.4420567
273422129.14672697,274011892.0802605
79411537.85645872,79407108.25477673
447063069.400578,447072053.6098129
442292408.0912976,442303756.9420406
321240993.663232,321238248.27205104
273579665.55413777,273523322.7162688
114966229.9174238,115046584.63589893
23435126.179253437,23452748.664474286
740548154.9349185,740383529.167046
365068178.7844277,365067377.82948023
342458748.6562001,342778501.35765207
225865828.610461,226186352.12572926
374355748.9240927,374350519.9911294
500623809.1418483,501388381.40449804
398604548.60352457,398604803.6758143
275824273.2676745,275743687.50837743
146689898.55306742,146544018.1458962
59889912.09496188,59878927.99537815
313756862.5579091,313808120.42852265
829769685.7716798,828057014.9163251
85505352.64006016,85508136.73459263
370284534.76787335,370284277.84526706
372249812.4133276,372248700.26453817
112074466.77067976,112048542.06793444
280368538.82244045,280304740.7210879
341361637.6247397,341404493.9196251
55327408.12916987,55327097.09732621
76745271.9744766,76736839.65841001
163763029.7503456,163909387.97766295
220843309.11585453,220845239.06215125
45163581.57046767,41560946.22566807
304190810.2482681,304236787.550206
327492852.74421704,327492801.3769079
459568290.7443616,459469383.7547392
203486271.30827963,202827324.49870163
405862855.2363508,405687225.18087244
124839927.50910904,124838480.78236847
88805487.35626605,88810214.84807824
130224665.35352984,130227312.0776209
256130674.70391995,256097553.3798887
361133574.8348748,361117121.48756593
322525553.3357583,322527618.46260756
148008895.6459869,147855391.92272905
427939768.6500948,427940600.1005173
356073973.6292533,355739093.869051
271531942.52080834,271531072.95954293
213398885.7471561,213388280.51194555
227198799.04847535,227201919.57853714
42443263.00934102,42474746.50832235
260670303.89848235,261229323.19674623
392995257.7111982,393046945.00407404
830061429.129242,829343116.4314184
132931465.5682788,132930786.43073934
699606057.2930709,699893520.955754
32398014.836960185,32180294.11632954
69440621.89377093,69452282.4396261
298102846.43362767,298057919.0631946
422335825.7816442,422287593.62991023
468605562.76359606,468637608.176645
338558875.1278286,338555794.031405
84630334.06298433,80473637.34579895
435995612.44758016,436123169.74202657
595535888.0817039,596476325.9825395
246991692.031565,246974733.1622851
36582330.90826699,36586532.479563974
450953440.4822927,450987858.9952679
405915886.55578274,405918345.2828161
382004638.4213378,382004293.46590513
344234989.33771867,344243723.008075
811756575.2140542,804062383.7355324
71619527.94464633,71623005.04852994
462110625.0059019,462158574.0811942
403121743.92507136,403123311.4642344
309886724.0536881,309846767.62703997
150392735.20493075,150485795.97464848
296896303.22894335,296772985.0756614
181023977.66991705,179926748.90399864
174178384.8287645,173834438.80239007
56405385.722137935,56406813.26186374
64128191.678072624,64189180.064806394
171629940.2995046,171577077.52629367
84632263.31213965,84627457.84576161
305349233.8007439,305339553.41698176
405293958.37727135,405105796.4574211
729796870.3238361,730111493.347131
332151927.2089789,332157103.5181095
523927418.2579992,524213272.14305186
711843879.5514064,712002143.4074316
224535651.5918002,224549408.79872748
298481524.73302895,298458582.34841955
249842670.52318484,249843535.08889827
379991285.3728981,379993239.82029593
57868566.79322018,57904201.01892876
330637594.0136944,330637058.7686094
354752951.93301284,354754678.78914833
214939618.2852885,215068759.26693907
354604479.3240531,354667479.13724405
77194510.61314751,77207594.92327099
796908502.9519917,796968752.1144767
427930228.1425477,427937661.90600824
223977875.00164825,223980101.80648986
220420743.85544205,220363478.87650105
123218899.9820892,123205931.4027563
615699634.8144851,615885133.3542361
321544438.0987772,321533250.8670344
73946327.12865636,73940806.56372876
346651563.9738275,346659963.2415456
376468783.96039927,376394771.28214353
787282006.2987329,786668931.921912
577034139.7838045,576985818.8444576
205107047.4268592,205101301.55953738
409743759.87616473,409762665.47823846
259083975.84951,259008093.28305617
291422073.08086514,291436049.4017285
66414525.63694179,66458350.582617186
774103791.1656059,774177749.9401227
466467995.0574452,466513153.9755532
383310088.92112064,383311204.4520466
79939018.75618845,79898401.89329779
300615025.20572007,300604818.52863896
237198058.95517072,237196906.15913117
113039781.95750348,112943646.22078915
348322596.65683496,348320493.36999696
994913590.527128,994326205.248549
1073877918.3227,1072245323.7957519
371981300.3665088,371975746.9420679
124198509.67163338,124140331.79320899
420261091.4474559,420346681.20545655
277063923.56742644,277052716.6318895
204834827.16828996,204863860.77823317
409273071.462009,409342593.94977623
2868545237.815645,2827214749.070963
1060301511.4749328,1060487294.5788957
348190979.811203,348176447.041262
1110156599.0187397,1111566762.2571633
263880570.51609203,263867309.27759275
422253501.5577372,420186121.88734037
274541792.2055703,274535895.8917727
497992502.5462176,497912991.35776526
479250322.58021593,479352770.5630343
241751101.65104225,241656809.37743342
247967625.8962544,247968241.86302584
377062492.51896447,377116324.9137567
396167071.25154215,396171159.30420876
435158589.7127513,435160585.9272004
48453753.37213327,48451986.99168515
218137050.30195165,218140042.38144797
327718085.40939885,327722002.59792405
230730708.86612487,230732540.58800524
61116571.62948246,61202657.8985765
99188260.862788,99194772.59500843
358598739.6369146,358607050.2619196
404511782.06966144,404515140.8298236
454721588.5160132,454757096.28265303
181127793.6309609,180610156.60143495
144512661.47909948,144508982.24870956
431118162.6297604,431087811.1412787
265389642.2988942,265294974.18004218
134163068.63491212,134171910.17256238
300082097.234505,300074940.4155523
109238994.66838516,109243173.87089431
427790576.8355898,427790116.8401475
109809974.57225303,109761302.64945608
620095357.0071251,619629322.4697618
381418406.334615,381432292.3575183
393687320.2658041,393750113.08750594
409605157.29896986,409596871.6034001
156112234.56082088,156105134.80110982
518539055.4885156,518605329.38812375
663486071.9697244,663677163.3684793
78546972.07198097,78450545.66607982
555154895.2993276,555229465.4614599
267438708.43086985,266313336.9441843
76283120.43071467,76293185.1057758
405145829.0826615,405227366.93178207
861028205.8328481,861429131.2399659
832332961.4739405,833101061.9693168
371438821.11616254,371436034.9803342
242357571.57464585,242401663.01852176
551362906.9586406,551250727.7544436
171045033.04066142,171049814.86607373
529984505.6207261,529951789.58535355
595599475.16202,595579750.672244
92748550.91463214,92756964.69297747
32417186.772128876,32468974.336004768
54828525.0252381,54829796.223012276
406919426.3425034,406919173.2012343
456564779.81043583,456627167.21108085
392010319.52853656,392010629.0404486
428032910.06662345,428936148.77153885
239843915.45978695,239835923.16868678
107704324.60848616,107708893.53153351
177935181.343598,177937120.43066484
95401885.03006878,95393888.88991873
428531961.74024105,428507055.78902954
174440565.6020323,174451102.1375741
267025221.32787627,267028335.5906098
358719416.9426044,358520699.6879586
229411827.6405144,229402805.3295101
273479964.45137894,273481424.56095386
317376262.8357158,317340273.1286662
453087457.0312784,453090226.5643648
280414853.6504368,280391449.8129768
280152337.663217,280154452.58385664
240823899.01010603,240823314.057513
401161553.62865454,401154744.46783745
277055624.8757504,270937922.25686514
302279490.81345034,302272447.1123804
587308411.7195501,587796905.2750533
91491859.2343044,91491794.8248821
376866467.53015685,376699062.7475681
382512301.7949588,382881326.5387025
350098991.8785948,350100298.08551615
650982584.4504251,650925417.1978284
559382718.4299232,559310490.2220796
455251787.901479,455257780.01201636
170975465.99485362,171047674.02452385
603247251.6083984,602794942.3768657
325491978.5026384,325518673.674378
518982314.097054,518927923.8926605
517976052.1368492,518098376.17779624
196067543.25885624,196211433.44316697
267083568.69362068,267063576.07893953
210317779.1348396,210249389.4383135
641795575.7336334,641695427.0023459
837061377.946281,836978822.3236046
83591690.2869197,83581764.04281858
202176920.93140548,202200663.14386186
425557150.9850826,425555594.52587247
364724288.6959787,364730630.329073
273632271.63054794,273627236.71801543
219984783.27752823,219930221.5905184
199114444.9168314,199112467.9129617
296173680.9671864,296213910.67245173
143077915.43110645,143084927.48687905
364878933.77065855,364725969.78690475
559324060.3186995,559371133.3961381
314343791.625082,314456011.86962706
140917060.91111,140885749.76211524
96448274.04525976,96536484.75696446
206321150.4226613,206332249.0412611
195245081.050777,195246646.29263172
302104814.70657337,302109780.15718263
95740145.75915337,95765278.01051854
138312645.37043327,138246910.04900578
84396000.54051064,84392342.43732291
1224326313.0199027,1227231874.629324
160272173.8744323,160259631.57654858
319183219.3059338,319186696.6980874
322491108.9402806,322490004.3873056
352998087.7489972,353262643.47977936
288262242.2856095,289284428.81021863
361464001.0754662,361541967.0512415
209244138.8804193,209249596.11082688
366908178.8877794,366975797.6883837
419579989.6390472,419581181.0869462
373144755.3507857,373140118.2542953
62010273.7577956,62005702.591661446
116853327.92751598,116774449.54754394
432150149.08305264,432154476.9239815
166663299.9326949,166657820.89448604
309900650.58828074,309899741.4162934
467101347.64809823,467655311.8575881
830829596.0416222,830751441.5742046
655578546.942458,655637875.3154858
196801114.5058822,196796793.1094298
321654319.7385448,321651131.1748837
65989651.615790345,65998497.223398864
91558649.55674323,91564579.5812591
207667193.553032,207665600.04737297
292930709.5310873,292933973.1290154
364350739.2912272,364383355.73997045
822734793.358279,822371999.3551414
351980111.17786586,351976575.750403
378313771.1999728,378319573.4918452
95373751.17481153,95385152.04989642
149851834.70135105,149844530.8605703
271215881.45992786,271135130.1097257
440277829.3129421,440277568.8313176
72948525.60496168,72947603.29863077
88492255.01754071,88553240.90611054
470465131.80464965,470581632.1876174
284341992.0412253,284347208.4455724
214069372.23435205,215360908.63650548
398944612.5238878,398586954.7308255
187588361.84214583,187621043.0457837
15621717.86337561,15662483.784168428
951249311.8724008,950654876.6974862
337157193.20326793,337155592.4012292
211225912.09005025,211225478.61081296
219449674.59648055,219484779.85089865
188449316.72584063,188448007.38365754
281577525.3393635,281503756.22228324
262159791.66224167,262164966.3183666
277257351.30590224,277253561.56246996
296134914.002794,295886866.5158947
577169996.9182523,577259214.2772472
420063639.3071711,420063900.53687596
255942389.45362204,255926880.5045362
247201440.28049743,247191775.13628128
147371086.71036595,147373886.11888927
624499805.0100495,624432792.1979809
894191816.1182624,894459223.2902253
221804761.93734697,221801279.86491475
218615767.8028495,218590579.99045566
322470889.72579616,322488502.16595846
95987979.36119172,95991070.62369476
714592959.4774244,714966121.6340982
667179084.7412024,667043493.703342
294081862.6466713,294141943.286088
184623019.47612947,184628786.09750572
398780103.96630055,398779923.10774595
368542357.6635001,368538018.41420096
163367093.69403818,163356396.55128762
210926770.96238747,210869898.92671072
70121284.20401578,70114952.99958183
249463372.14737597,249461305.7233997
418730821.98366535,418730629.9858669
1105771090.789269,1108595672.6994536
176935609.85020256,176932220.05732676
349188918.07466376,349195266.0835383
65924812.6440224,65890462.95026812
189229187.9259998,189232567.53990987
226822855.34588537,227140646.20821315
574711727.1387384,574768293.2978746
212641945.4589406,212632094.37684265
63467472.04369807,63517231.68020975
196987877.2315373,196988052.7830949
866801551.0819039,866434349.3923175
161592650.1492834,161514118.8389401
305179993.1999662,305179490.301103
309613048.0483569,309575786.3404381
417495514.0145576,417494370.77054685
226738769.5154993,226740032.81789276
334764210.10662186,334485557.01836634
432180593.0814204,432222464.9588079
120191982.03496473,120185565.33618622
857984188.4827597,857742706.5106459
245938333.90909052,245974619.27607563
829694801.1337863,829656501.2905
399890377.4782113,399886860.2704247
113837210.32299924,113831041.0624713
90140080.21376991,90122096.17138316
266654847.1535792,266671109.1025872
401820931.5863196,401828804.0906206
255637134.775682,255642091.96639764
384420942.2157489,384424733.3069581
667983442.6474602,668121391.5258452
586096041.2683982,586183167.6747677
450833751.7601331,450858228.03826517
485720741.2433337,485693209.5592366
440241565.7121677,440244755.4167215
282152296.82243013,282966273.63992196
427871698.6980831,425715959.2477676
157965724.0962481,157976291.80629942
641490219.4443312,641548021.8244178
67387922.65142441,67369432.05057326
30330896.115095884,30312755.710742965
429600501.6646088,429558240.56996596
275285630.0635982,275262077.498772
233146944.9181129,233145661.26135448
191615480.8124813,191665535.2609241
739354427.1742477,739122488.607594
831655260.1564407,831305948.1981971
492134890.0716384,492239296.92917985
141842852.76711613,141831293.70452562
157068937.19545248,157070897.65571886
150273905.61777702,150275102.7310824
85829302.33038157,85816979.03745735
338289149.8306872,338520834.8676549
658246339.4676051,656528051.4850358
647885011.4663879,648446554.3584636
440323356.9198685,440489131.75117445
86221104.80271888,86223143.69386126
401329877.8245584,401329446.59836555
62651953.421427496,62613922.77269625
161559588.07241583,161555481.9176792
180321039.2492312,180326376.76161656
169970234.5189264,169986474.74653628
434198803.8679346,434147900.05502474
745574222.6459584,745287063.0047524
451926222.7797717,451921566.52680993
620809420.9541168,621164145.8337642
577278710.8588939,577284316.7141728
599436450.9616542,599442787.9485173
345763357.1168777,345772302.1402361
472317163.0509676,472264969.185875
28285031.958430003,28284557.001819354
999313558.325421,998781686.3166971
383218927.45304966,383269951.5591573
82243982.28408279,82145045.46706659
212965981.6931082,212955174.6397574
222371479.25703728,222373234.01430467
163408473.8937185,163417696.16985753
350327038.3178895,350511177.30991536
125600247.11072291,125445751.0650337
212402583.30678347,212400972.3466433
486182243.27429056,486164523.590789
107319226.42056042,107107361.7633789
118348642.62641676,118335280.10764632
167700067.0350461,167677519.71512103
367807861.9670242,367744263.3473669
27784004.66741802,27780666.332381487
357064829.95310223,357092563.28987294
433383094.8420098,433384597.13631684
293720308.31414694,293726584.83136296
406981600.43592006,406971966.8806251
106194533.28918822,106211206.65639049
263431904.4184896,263461240.9183104
339523900.44119984,339557149.1226421
40910974.929629095,40901296.64016993
32558978.202118576,32554395.50082311
244462731.33896616,244550817.76557776
280309428.09659624,280305188.08709055
208889587.17675763,208878830.07167855
384987886.7397333,384935955.6495838
314508502.12572783,314613337.33720523
265206195.01331973,269258251.0239656
522142561.7027728,522187226.8286378
191659145.45871305,191696121.2105874
243031823.48141643,243035428.1808526
1150277629.3330889,1150267687.6587064
1051699345.0690384,1051637705.9937024
164049615.84829947,164046847.27615407
228385146.05076635,228393448.1754746
118438019.80172548,118428320.81798725
207361221.2471254,207357957.15829206
374362795.6450598,374364479.6397343
206497551.33786535,206448936.30654803
435474904.0402535,435456374.62602335
247373910.26462564,247576522.32948464
86809421.17716208,86810980.12926397
110311400.64811896,110452265.9017471
200412661.6311657,200414436.004422
303735977.642614,303737111.22835153
333232682.9318155,333227006.9917335
274947070.0988599,275121173.8610928
23186820.415257517,23308986.634893246
221961219.1185988,221901603.7172572
259043786.41122448,259042708.07015076
598154163.8126823,598773307.0167946
49378483.5012169,49361708.86900346
425743274.5235917,425749999.4328438
230351098.36202332,230359103.18723252
84935960.13131131,84938288.48896702
774796428.7453932,774922407.7379085
359127010.63142824,359121696.83558583
208407851.9656216,208406335.3572554
510246650.3336899,510401206.32066935
107931613.53069504,107930125.8387938
389512714.9510477,389528159.9861709
275288611.3244787,275296124.0169422
68221463.16340387,68215007.16051689
58680048.74394416,58689722.55572305
364030084.437719,364037959.4018819
778208884.6436352,778648841.8905166
386838616.7909008,386892807.65435463
207991108.30779,207982439.3404897
226055771.87480092,226055895.16777498
343504105.7791314,343637671.6698959
59162214.357870325,59163712.0534158
609960265.0164527,610091790.2288297
39322003.64587304,39346296.38347507
39866806.53259729,39648426.772770695
188492286.5544392,188498214.10190445
647155558.3552595,647993266.2870637
55161375.85628467,55149469.847917646
299560091.93379045,299601538.66070825
1393840137.556027,1392948167.046208
376764636.0179656,376713793.91441894
961862988.8131844,960573553.4879212
212214561.5001541,212540447.54234558
111335913.06368113,111369384.16617933
917227489.8122796,916419057.906469
422713994.7940553,423016956.90907097
186144289.8588702,186121304.77615687
571103755.6459962,571100091.6652107
497315244.22740537,497581047.97994864
208189433.61642277,207970147.14464474
398937171.3583834,399068304.29299974
525393366.9527665,525451365.3021872
431896493.60863936,431726862.4822523
112804754.2788608,112785262.68951921
44968739.1538399,44873470.23323733
37430609.701884,37425673.405105755
1213185992.3395703,1211118519.972648
329317689.3385325,329336502.4153144
531069912.432463,531120958.9469043
400037980.1291014,400085988.40177
88530998.42253777,88527716.72540346
351388256.40618473,351387020.26608855
341035719.7945246,341194449.9332208
86757526.46754065,86764508.68368953
94545880.22614697,94572479.16264021
400566016.6401653,400599541.06117827
133618642.17623128,133620066.85050862
183941429.4025533,183956525.101163
136497823.68573642,136311617.7399288
53175440.42158352,51842272.220834605
106127678.51249424,106139835.43201542
111851711.36627737,111744248.17993551
151100869.45643392,151099987.25302774
528013390.7983652,527979689.09434927
421478633.95545113,421517695.13113654
242313211.03332144,242312353.9532971
368974258.0853983,368967614.2791176
365822304.7123982,365822975.42973906
368872888.7233554,367036489.6577342
540975148.2431294,540984270.8709127
281222619.4159023,281228440.49871844
85164930.32947849,85565215.63600546
374865118.5726068,374859640.3186656
601455453.3077846,601621474.5885271
172273766.3372412,172279917.2505391
38248119.15281879,38296489.14603196
49641790.01407862,49640013.29102792
42863266.45341403,42680374.02237784
689268585.9812199,691058253.5013896
181886538.86148632,181886257.50641945
420623288.0300394,420617448.87720054
380111187.7860916,380106512.5835234
275286645.5281082,275255764.9520392
296291250.37263286,296352132.43518007
421113877.0266096,421110352.0069639
92678800.15330832,92675964.90970255
223874339.20176676,223860164.51303893
228554093.71446577,228622639.66226578
97194549.31733008,97190826.84606327
389664138.1555377,389660032.9170203
140589254.74151284,139711013.90892223
137378024.51101127,137882522.68533748
374706747.1410244,374707225.4670056
68653057.33056526,68795246.54698262
146383044.39785358,146319563.1473735
195118687.56391743,195120935.59657726
280658642.4260696,280657883.2725208
74209821.78190254,74208055.94951068
316432812.99384904,316436584.19118875
105980036.16369662,105985619.61781359
835721028.3331647,835614105.942025
558744343.3160913,558866381.3189793
225639492.57968557,225641338.11505154
769964829.1853135,770010840.1809543
854967429.5911075,854691475.3937194
203302063.07307467,203310775.82631946
438446045.6433261,438462140.31929815
324077466.105727,319873848.20117116
435681810.7281525,435816926.1232347
157108055.7383416,157120153.6778099
773662668.6191775,773740555.0668904
735750616.9154241,735741564.2887043
175871778.10117587,175879219.7598276
60606470.69526039,60597445.91027639
110697133.62068573,110708827.34944972
120062406.2046646,120078388.33412084
674536216.6910671,674462903.6940701
140621084.94322613,140643923.97745392
236482313.0051815,236326918.09656712
39060102.34270619,38734265.703689575
342193659.08782417,342185239.4720361
404117975.7873572,404123421.9540961
695191681.5976163,695240961.0009613
299365684.73273736,298588276.8151513
105981171.1127211,105955282.55725934
121021197.05175176,120996165.12902571
284871138.70791173,284971069.9981917
137542512.95175356,137540052.64570224
131314176.9564559,131288851.71574286
206597589.86063483,206597046.70380622
228507965.07554752,229616985.7913966
308933491.1633237,308993521.82330316
159601458.22334456,167797088.08317158
628492146.7760419,628413186.4068161
436388163.9940911,436019201.1189695
121408009.1122708,121407694.58516619
163784770.5762886,163771823.95461392
385001613.0124608,384992206.21233827
164631822.4648982,164554797.59790102
195547617.9423404,195525795.1928602
217408640.63235795,217415074.93470463
240253873.87344784,240258212.12836567
914364927.3518316,915307078.1309909
109103196.30748735,109101749.72046022
209067769.7070853,209044115.65685982
60663058.84655321,60667177.57148788
388168404.7148474,388242217.07586557
738242337.7893149,738274069.3650638
319480150.81748176,319542918.90518165
446257918.6218258,446252516.0542429
243490194.4447492,243487215.7635038
561649153.2412685,561702187.3745947
429514213.7455297,429554024.47413605
129540841.16171044,129556758.62598884
409694174.55117065,409766040.81971467
207606485.2623818,207596102.67225656
274573800.8604399,274703702.5235269
442505859.1098093,442498116.7991964
271420370.7115273,271500688.48463625
437964044.2295519,437960766.1504892
399031358.02112806,399030707.1672265
88651995.31019966,86052502.04053989
417885549.7386565,417882553.7231802
780919435.8556498,780760039.6104687
420619033.6980737,420613972.6973474
752006776.0738728,751974045.3487864
354010756.1124983,354014431.8784362
344840586.00288707,344725840.86002356
144211461.61439776,144200998.50757003
